age,income,home_ownership_type,employment_length,loan_amount,loan_interest_rate,is_default,loan_to_income_ratio,has_defaulted_before,credit_history_length,debt_to_stability_ratio
45,87000,RENT,8.0,8000,13.11,0,0.09,1,15,0.0419
44,88000,RENT,8.0,8000,10.38,0,0.09,0,12,0.0414
36,62000,MORTGAGE,9.0,4800,8.0,0,0.08,0,12,0.0306
38,86105,RENT,2.0,8000,6.54,1,0.08,0,17,0.0846
37,108000,RENT,16.0,8000,10.46,1,0.07,0,14,0.0261
36,126252,RENT,18.0,8000,7.14,0,0.06,0,11,0.0215
39,116000,RENT,1.0,8000,15.27,1,0.07,0,11,0.0995
36,62400,MORTGAGE,0.0,2400,7.49,0,0.04,0,14,inf
36,62400,MORTGAGE,6.0,12000,16.89,0,0.19,1,14,0.0898
46,135000,RENT,7.0,8000,,0,0.06,1,14,0.0285
36,62400,MORTGAGE,13.0,14100,12.98,0,0.23,1,14,0.0778
40,164000,RENT,11.0,8000,,0,0.05,0,17,0.0196
37,62400,MORTGAGE,5.0,10000,14.61,0,0.16,1,17,0.0813
40,62400,MORTGAGE,7.0,7000,19.13,0,0.11,0,12,0.049
48,40000,RENT,2.0,8050,12.98,0,0.2,0,13,0.1832
41,62500,MORTGAGE,17.0,5000,8.49,0,0.08,0,15,0.0252
45,140000,RENT,10.0,8175,5.99,0,0.06,0,17,0.0244
48,56500,MORTGAGE,9.0,15000,11.14,1,0.27,0,11,0.1048
38,62691,OWN,17.0,6000,13.49,0,0.1,1,13,0.0276
36,56900,MORTGAGE,16.0,6200,,1,0.11,0,11,0.035
45,63000,MORTGAGE,8.0,12000,9.91,0,0.19,0,13,0.0788
37,33280,RENT,2.0,8400,13.92,0,0.25,0,11,0.2297
38,36000,RENT,1.0,8400,13.22,0,0.23,0,16,0.3366
37,42000,RENT,2.0,8400,13.49,0,0.2,0,15,0.182
39,63000,MORTGAGE,0.0,15000,,0,0.24,0,15,inf
36,57000,MORTGAGE,11.0,1500,9.62,1,0.03,0,16,0.0096
42,36000,RENT,7.0,8400,16.32,1,0.23,1,15,0.1122
38,42552,RENT,3.0,8400,13.49,0,0.2,0,14,0.1424
39,48000,RENT,3.0,8400,12.53,0,0.17,1,17,0.1262
42,44000,RENT,0.0,8400,13.57,1,0.19,1,13,inf
36,63000,MORTGAGE,7.0,4200,7.14,0,0.07,0,13,0.0291
46,48000,RENT,1.0,8400,18.54,1,0.17,0,16,0.2525
36,63177,MORTGAGE,3.0,6250,7.49,0,0.1,0,12,0.0649
37,70000,RENT,6.0,8400,7.49,0,0.12,0,15,0.0617
38,63500,OWN,3.0,2400,11.36,0,0.04,0,12,0.0227
36,63599,MORTGAGE,10.0,5200,7.91,0,0.08,0,14,0.031
41,73000,RENT,0.0,8550,14.3,1,0.12,0,16,inf
40,63996,MORTGAGE,8.0,12000,10.25,0,0.19,0,17,0.0776
40,65000,RENT,4.0,8700,7.88,0,0.13,0,13,0.0832
42,64000,MORTGAGE,0.0,2300,6.99,0,0.04,0,12,inf
43,54000,RENT,0.0,8725,7.29,0,0.16,0,14,inf
45,64000,MORTGAGE,3.0,6000,7.29,0,0.09,0,14,0.0615
36,45600,RENT,8.0,8775,12.36,0,0.19,1,17,0.0876
43,64000,MORTGAGE,6.0,15000,7.88,0,0.23,0,17,0.1095
42,22000,RENT,3.0,9000,7.66,1,0.41,0,11,0.2951
49,58000,MORTGAGE,5.0,16000,15.33,1,0.28,0,13,0.14
45,24600,RENT,8.0,9000,10.65,1,0.37,0,14,0.1665
42,27000,RENT,4.0,9000,11.11,1,0.33,0,16,0.2071
36,64064,MORTGAGE,4.0,9500,,0,0.15,0,15,0.0838
36,30000,RENT,0.0,9000,12.18,0,0.3,0,17,inf
49,64800,MORTGAGE,4.0,6625,18.25,0,0.1,0,16,0.0577
39,30000,RENT,6.0,9000,16.89,1,0.3,0,16,0.1542
43,36000,RENT,0.0,9000,5.79,0,0.25,0,17,inf
50,58800,MORTGAGE,12.0,22000,17.74,1,0.37,0,15,0.1326
36,64973,MORTGAGE,6.0,9000,10.59,0,0.14,0,13,0.0647
36,36000,RENT,3.0,9000,12.73,0,0.25,1,17,0.1803
38,36000,RENT,10.0,9000,11.83,0,0.25,0,11,0.1043
42,65000,OWN,6.0,22750,8.9,0,0.35,0,12,0.1499
37,65000,MORTGAGE,12.0,11000,9.91,0,0.17,0,16,0.06
36,65000,MORTGAGE,6.0,23325,15.27,0,0.36,1,14,0.1676
38,65000,MORTGAGE,7.0,10000,13.49,0,0.15,0,12,0.0673
39,65000,MORTGAGE,17.0,15000,7.9,0,0.23,0,14,0.0726
43,65000,OWN,4.0,15000,11.71,0,0.23,0,13,0.1195
43,65000,MORTGAGE,17.0,7200,16.29,0,0.11,0,17,0.0348
37,44700,RENT,0.0,9000,8.59,0,0.2,0,16,inf
43,65000,MORTGAGE,27.0,6000,7.49,0,0.09,0,17,0.0252
40,44940,RENT,2.0,9000,8.94,0,0.2,0,13,0.1823
37,59000,MORTGAGE,11.0,15000,17.99,1,0.25,0,12,0.093
38,45600,RENT,5.0,9000,16.29,0,0.2,1,13,0.1102
41,45600,RENT,3.0,9000,10.0,0,0.2,0,12,0.1424
36,48960,RENT,17.0,9000,10.99,0,0.18,0,12,0.0636
37,59000,MORTGAGE,10.0,12000,15.62,1,0.2,1,12,0.0771
37,45000,RENT,1.0,9000,11.71,1,0.2,0,12,0.2885
39,65000,MORTGAGE,3.0,6000,15.62,0,0.09,1,14,0.0605
36,65000,MORTGAGE,3.0,6500,5.79,0,0.1,0,16,0.0656
41,40000,RENT,3.0,9200,7.49,0,0.23,0,13,0.1659
49,50000,RENT,4.0,9200,,0,0.18,0,16,0.1143
37,44004,RENT,2.0,9200,12.84,1,0.21,0,13,0.1903
42,65000,MORTGAGE,25.0,10000,10.74,0,0.15,0,13,0.0429
38,65000,MORTGAGE,5.0,15000,10.36,0,0.23,0,17,0.1171
38,65000,OWN,12.0,3600,8.88,0,0.06,0,15,0.018
47,65000,MORTGAGE,21.0,7000,14.35,0,0.11,0,11,0.0317
41,31000,RENT,0.0,9250,16.49,1,0.3,0,13,inf
36,58000,RENT,2.0,9275,14.72,0,0.16,1,16,0.1456
37,65000,MORTGAGE,0.0,4000,10.75,0,0.06,0,15,inf
36,65000,MORTGAGE,1.0,7000,11.49,0,0.11,0,11,0.1412
38,65000,OWN,3.0,8000,10.62,0,0.12,0,14,0.074
43,65000,MORTGAGE,2.0,24000,10.99,0,0.37,0,13,0.3055
36,65000,MORTGAGE,3.0,4000,13.48,0,0.06,1,12,0.0404
49,65000,MORTGAGE,0.0,12000,10.62,0,0.18,0,17,inf
41,33000,RENT,6.0,9400,8.9,0,0.28,0,16,0.1464
36,23004,RENT,0.0,9450,10.37,1,0.41,0,13,inf
38,65000,MORTGAGE,6.0,11500,13.92,0,0.18,0,16,0.0827
39,38604,RENT,9.0,9500,10.62,0,0.25,0,11,0.1069
38,34000,RENT,8.0,9500,14.46,1,0.28,0,15,0.1272
43,50000,RENT,5.0,9500,9.88,0,0.19,0,15,0.106
41,65000,MORTGAGE,6.0,20000,12.21,0,0.31,0,13,0.1437
37,58000,RENT,1.0,9500,9.96,0,0.16,0,15,0.2363
36,60000,RENT,3.0,9500,7.14,0,0.16,0,12,0.1142
42,65000,MORTGAGE,0.0,6000,9.32,0,0.09,0,16,inf
36,55000,RENT,1.0,9500,15.62,1,0.17,0,12,0.2492
38,58000,RENT,4.0,9500,16.35,1,0.16,1,16,0.1018
47,65000,RENT,2.0,9500,11.89,0,0.15,0,14,0.133
44,70000,RENT,4.0,9500,14.22,0,0.14,0,14,0.0843
41,28800,RENT,0.0,9600,13.49,1,0.33,0,16,inf
40,32000,RENT,19.0,9600,9.88,0,0.3,0,14,0.1001
44,65004,MORTGAGE,3.0,25000,11.86,0,0.38,0,17,0.2522
37,65004,MORTGAGE,5.0,17000,11.26,0,0.26,0,13,0.1327
43,59004,MORTGAGE,13.0,15000,,1,0.25,1,13,0.0876
38,40000,RENT,0.0,9600,11.11,0,0.24,0,11,inf
37,65379,MORTGAGE,5.0,10000,10.39,0,0.15,0,13,0.0776
36,65458,MORTGAGE,4.0,8000,7.29,0,0.12,0,13,0.069
42,42000,RENT,11.0,9600,13.23,0,0.23,0,15,0.092
41,65500,MORTGAGE,12.0,3000,,0,0.05,0,15,0.0162
47,59827,MORTGAGE,9.0,6000,15.58,1,0.1,0,15,0.0396
45,65993,MORTGAGE,3.0,9000,14.59,0,0.14,0,15,0.0894
41,66000,MORTGAGE,20.0,10000,6.62,0,0.15,0,12,0.0452
37,54696,RENT,4.0,9600,9.99,0,0.18,0,12,0.1091
40,66000,OWN,25.0,6125,14.65,0,0.09,1,17,0.0237
48,66000,MORTGAGE,5.0,12475,6.62,0,0.19,0,11,0.0959
44,55000,RENT,18.0,9600,11.26,0,0.17,0,16,0.0593
36,62000,RENT,5.0,9600,9.32,0,0.15,0,11,0.0864
37,78000,RENT,0.0,9600,12.99,0,0.12,0,16,inf
44,66000,MORTGAGE,13.0,5000,13.48,0,0.08,1,11,0.0261
36,60000,MORTGAGE,3.0,13000,14.11,1,0.22,1,14,0.1421
36,85000,RENT,4.0,9600,7.51,0,0.11,0,15,0.0702
37,66150,OWN,11.0,17000,12.73,0,0.26,0,17,0.0862
39,66200,MORTGAGE,5.0,13750,9.88,0,0.21,0,16,0.1054
38,66420,MORTGAGE,8.0,5550,5.99,0,0.08,0,11,0.0346
37,60000,RENT,0.0,9700,13.61,0,0.16,1,11,inf
44,24300,RENT,0.0,9750,16.77,1,0.4,0,15,inf
48,66948,MORTGAGE,1.0,24000,10.62,0,0.36,0,12,0.4702
37,19896,RENT,0.0,10000,17.14,1,0.5,0,11,inf
44,67000,MORTGAGE,28.0,3000,,0,0.04,0,14,0.0121
42,22800,RENT,6.0,10000,10.99,1,0.44,0,17,0.2254
38,23000,RENT,4.0,10000,13.48,1,0.43,1,16,0.2701
39,67000,MORTGAGE,4.0,15000,10.37,0,0.22,0,15,0.1265
36,24000,RENT,20.0,10000,11.86,1,0.42,0,15,0.1369
37,24000,RENT,5.0,10000,9.76,1,0.42,0,13,0.2325
43,61000,MORTGAGE,3.0,16000,,1,0.26,1,17,0.172
37,25000,RENT,5.0,10000,16.29,1,0.4,0,11,0.2232
39,61020,MORTGAGE,4.0,9975,13.99,1,0.16,0,11,0.0923
38,67200,MORTGAGE,11.0,8000,7.9,0,0.12,0,11,0.0436
42,25320,RENT,1.0,10000,14.84,1,0.39,1,14,0.5698
45,26000,RENT,17.0,10000,8.49,1,0.38,0,13,0.1331
36,26000,RENT,1.0,10000,15.31,1,0.38,0,14,0.5549
37,26400,RENT,0.0,10000,19.03,1,0.38,1,12,inf
37,67600,MORTGAGE,6.0,33000,9.99,0,0.49,0,15,0.2281
45,52569,MORTGAGE,0.0,10400,19.47,1,0.17,0,12,inf
38,67870,MORTGAGE,6.0,5000,,0,0.07,0,15,0.0344
46,30000,RENT,15.0,10000,13.49,1,0.33,0,12,0.1202
39,68000,MORTGAGE,1.0,16000,13.49,0,0.24,1,13,0.3086
50,68000,MORTGAGE,5.0,10000,11.49,0,0.15,0,13,0.0746
37,30000,RENT,7.0,10000,9.25,1,0.33,0,16,0.1603
43,68000,OWN,9.0,5000,6.99,0,0.07,0,15,0.0266
37,68000,OWN,20.0,7000,7.29,0,0.1,0,11,0.0282
38,30000,RENT,8.0,10000,7.51,1,0.33,0,14,0.1517
43,68000,MORTGAGE,2.0,7000,12.61,0,0.1,0,11,0.0852
42,68000,MORTGAGE,2.0,5000,7.51,0,0.07,0,17,0.0608
39,30400,RENT,2.0,10000,15.7,1,0.33,1,15,0.2994
38,30500,RENT,8.0,10000,14.22,1,0.33,0,12,0.1492
40,68000,MORTGAGE,1.0,9200,8.94,0,0.14,0,11,0.1774
36,31200,RENT,0.0,10000,6.91,1,0.32,0,15,inf
36,68000,OTHER,2.0,7200,9.63,0,0.11,0,15,0.1071
40,31504,RENT,13.0,10000,,1,0.32,0,13,0.1203
42,32000,RENT,5.0,10000,11.71,1,0.31,0,11,0.1744
42,32000,RENT,5.0,10000,10.38,1,0.31,0,15,0.1744
37,32000,RENT,4.0,10000,13.79,1,0.31,0,15,0.1942
40,32400,RENT,1.0,10000,10.0,1,0.31,0,14,0.4453
37,33000,RENT,0.0,10000,5.99,0,0.3,0,11,inf
44,68500,MORTGAGE,4.0,14300,15.31,0,0.21,0,17,0.1179
36,35000,RENT,1.0,10000,,0,0.29,0,15,0.4122
45,35000,RENT,13.0,10000,8.49,0,0.29,0,11,0.1083
38,29000,RENT,2.0,10000,,1,0.34,0,16,0.3139
47,69000,MORTGAGE,19.0,20000,6.54,0,0.29,0,12,0.088
37,69000,OWN,12.0,12000,9.32,0,0.17,0,13,0.0565
41,36000,RENT,5.0,10000,6.03,0,0.28,0,15,0.155
45,36000,RENT,0.0,10000,11.11,0,0.28,0,11,inf
45,69600,OWN,11.0,6000,7.9,0,0.09,0,13,0.0289
43,36000,RENT,1.0,10000,8.94,0,0.28,0,11,0.4007
36,69736,MORTGAGE,17.0,2500,17.04,0,0.04,0,14,0.0113
42,69996,MORTGAGE,1.0,10000,7.66,0,0.14,0,12,0.1874
37,69996,MORTGAGE,10.0,5000,,0,0.07,0,16,0.0271
40,69996,OTHER,24.0,6000,12.53,0,0.09,0,11,0.0296
50,69996,OWN,19.0,8000,9.32,0,0.11,0,17,0.0318
38,38000,RENT,3.0,10000,8.59,0,0.26,0,15,0.1898
50,39204,RENT,4.0,10000,5.99,0,0.26,0,12,0.1585
45,64000,MORTGAGE,8.0,4800,8.9,1,0.07,0,17,0.031
48,70000,MORTGAGE,2.0,21600,7.51,0,0.31,0,11,0.2553
39,70000,MORTGAGE,7.0,12500,7.9,0,0.18,0,12,0.0781
37,39870,RENT,8.0,10000,10.65,0,0.25,0,14,0.1142
37,70000,MORTGAGE,2.0,30000,10.65,0,0.43,0,14,0.3546
40,70000,MORTGAGE,6.0,18000,7.9,0,0.26,0,12,0.1201
38,70000,MORTGAGE,16.0,17000,6.03,0,0.24,0,13,0.0779
39,70000,MORTGAGE,11.0,19500,7.9,0,0.28,0,14,0.1019
38,40000,RENT,15.0,10000,16.29,0,0.25,0,12,0.0902
41,70000,MORTGAGE,2.0,5000,12.69,0,0.07,0,12,0.0591
36,64000,MORTGAGE,20.0,6800,18.39,1,0.11,1,12,0.0317
48,40000,RENT,3.0,10000,,0,0.25,0,17,0.1803
42,70000,MORTGAGE,19.0,10500,6.99,0,0.15,0,12,0.0455
36,70000,MORTGAGE,6.0,6000,5.42,0,0.09,0,16,0.04
47,41000,RENT,2.0,10000,13.79,0,0.24,0,16,0.222
48,70000,MORTGAGE,31.0,9000,14.54,0,0.13,0,17,0.0337
46,70000,MORTGAGE,5.0,8000,7.29,0,0.11,0,13,0.058
40,70000,MORTGAGE,16.0,12000,5.79,0,0.17,0,14,0.055
37,43000,RENT,1.0,10000,7.9,0,0.23,0,16,0.3355
39,70000,MORTGAGE,6.0,10000,6.17,0,0.14,0,15,0.0667
40,70000,MORTGAGE,1.0,11600,6.91,0,0.17,0,17,0.2173
36,70000,MORTGAGE,16.0,16000,6.91,0,0.23,0,14,0.0733
37,70000,MORTGAGE,3.0,15000,15.2,0,0.21,0,15,0.1405
37,44000,RENT,0.0,10000,6.91,0,0.23,0,15,inf
36,45000,RENT,12.0,10000,15.99,0,0.22,0,14,0.0866
37,70000,MORTGAGE,0.0,10000,,0,0.14,0,11,inf
38,70000,MORTGAGE,0.0,9250,7.51,0,0.13,0,17,inf
36,70000,MORTGAGE,16.0,10000,9.88,0,0.14,0,14,0.0458
39,70000,MORTGAGE,13.0,8400,7.88,0,0.12,0,15,0.0413
49,45000,RENT,8.0,10000,14.22,0,0.22,0,12,0.1011
36,70000,MORTGAGE,2.0,11000,7.51,0,0.16,0,12,0.13
39,70000,OWN,0.0,8000,,0,0.11,0,12,inf
45,36000,RENT,1.0,4300,10.91,0,0.12,1,17,0.1723
39,60000,RENT,4.0,4300,7.49,0,0.07,0,17,0.0445
39,64000,MORTGAGE,2.0,8750,,1,0.14,1,13,0.1131
45,70000,MORTGAGE,15.0,10000,8.59,0,0.14,0,12,0.0468
48,12000,RENT,4.0,4200,,1,0.35,0,14,0.2175
40,54400,MORTGAGE,16.0,25000,18.09,1,0.39,0,12,0.1475
39,45500,RENT,4.0,10000,16.29,0,0.22,0,15,0.1366
41,70000,MORTGAGE,1.0,20000,14.26,0,0.29,0,13,0.3747
41,70000,MORTGAGE,2.0,14000,16.7,0,0.2,1,13,0.1655
36,70000,MORTGAGE,0.0,6000,13.79,0,0.09,0,15,inf
42,40000,RENT,0.0,10000,16.0,1,0.25,0,12,inf
36,46000,RENT,2.0,10000,12.53,0,0.22,0,14,0.1979
41,70000,MORTGAGE,12.0,20800,12.21,0,0.3,0,11,0.1053
42,30000,RENT,0.0,4200,7.49,0,0.14,0,13,inf
36,70000,MORTGAGE,11.0,25000,12.84,0,0.36,1,16,0.1307
37,70000,MORTGAGE,7.0,25000,9.76,0,0.36,0,12,0.1561
42,70000,MORTGAGE,3.0,2825,9.64,0,0.04,0,17,0.0265
40,70032,MORTGAGE,14.0,14000,9.99,0,0.2,0,14,0.0671
42,42000,RENT,2.0,4200,13.35,0,0.1,0,17,0.091
37,43000,RENT,1.0,4200,13.49,0,0.1,1,14,0.1409
37,48000,RENT,6.0,4200,10.59,0,0.09,0,14,0.045
41,70800,MORTGAGE,25.0,12000,6.62,0,0.17,0,11,0.0473
42,50426,RENT,0.0,4200,7.49,0,0.08,0,11,inf
41,55000,RENT,4.0,4200,12.69,0,0.08,0,16,0.0474
37,71000,MORTGAGE,11.0,11200,12.42,0,0.16,0,11,0.0577
44,57000,RENT,1.0,4200,,0,0.07,0,13,0.1063
44,71000,MORTGAGE,11.0,9000,,0,0.13,0,11,0.0464
41,71000,MORTGAGE,1.0,12000,,0,0.17,0,15,0.2217
40,71000,MORTGAGE,5.0,7000,15.38,0,0.1,1,12,0.05
36,65028,MORTGAGE,4.0,10000,15.95,1,0.15,0,14,0.0869
36,72000,MORTGAGE,4.0,13000,,0,0.18,0,13,0.102
41,47508,RENT,3.0,10000,10.74,0,0.21,0,16,0.1518
41,72000,OWN,1.0,10000,13.49,0,0.14,0,11,0.167
42,72000,MORTGAGE,20.0,8400,6.62,0,0.12,0,11,0.0348
38,72000,MORTGAGE,10.0,15000,13.49,0,0.21,0,17,0.079
49,72000,MORTGAGE,2.0,14825,6.03,0,0.21,0,12,0.1704
45,48000,RENT,2.0,10000,11.86,0,0.21,0,16,0.1896
39,48000,RENT,0.0,10000,13.22,0,0.21,0,16,inf
36,72000,MORTGAGE,8.0,3500,6.99,0,0.05,0,13,0.0201
37,72000,MORTGAGE,12.0,5600,5.42,0,0.08,0,15,0.0276
43,72000,MORTGAGE,9.0,5050,6.99,0,0.07,0,16,0.0277
36,48450,RENT,2.0,10000,13.61,0,0.21,0,15,0.1879
41,42600,RENT,0.0,10000,15.62,1,0.23,1,12,inf
39,66000,MORTGAGE,21.0,2000,18.39,1,0.03,0,12,0.0089
38,43000,RENT,22.0,10000,16.89,1,0.23,1,12,0.0742
37,49500,RENT,0.0,10000,7.66,0,0.2,0,14,inf
38,56100,MORTGAGE,4.0,6100,14.79,1,0.09,1,14,0.0614
38,72000,MORTGAGE,8.0,6000,5.99,0,0.08,0,11,0.0345
36,72000,MORTGAGE,3.0,8000,6.92,0,0.11,0,12,0.0729
38,50000,RENT,5.0,10000,,0,0.2,0,13,0.1116
39,72000,MORTGAGE,9.0,15000,11.86,0,0.21,0,15,0.0823
50,72000,MORTGAGE,13.0,8000,11.49,0,0.11,0,14,0.0383
36,72000,MORTGAGE,14.0,2500,7.51,0,0.03,0,14,0.0117
48,50000,RENT,18.0,10000,9.63,0,0.2,0,14,0.0679
42,72000,MORTGAGE,25.0,10000,7.14,0,0.14,0,13,0.0388
36,72000,OWN,5.0,6000,11.36,0,0.08,0,17,0.0388
39,56100,MORTGAGE,23.0,8000,16.07,1,0.12,0,14,0.0408
40,72000,MORTGAGE,18.0,14500,7.88,0,0.2,0,12,0.0622
49,56100,MORTGAGE,11.0,15000,,1,0.23,0,13,0.0978
37,51000,RENT,11.0,10000,12.69,0,0.2,0,15,0.0789
48,72000,MORTGAGE,5.0,7000,14.96,0,0.1,1,17,0.0493
43,72000,MORTGAGE,9.0,10000,,0,0.14,0,11,0.0548
37,72000,MORTGAGE,9.0,1600,13.92,0,0.02,1,16,0.0088
38,72000,MORTGAGE,2.0,8000,12.21,0,0.11,0,14,0.0919
37,52000,RENT,21.0,10000,11.71,0,0.19,0,14,0.0622
38,72000,MORTGAGE,8.0,5000,12.92,0,0.07,0,16,0.0287
44,72061,MORTGAGE,8.0,4200,14.17,0,0.06,1,14,0.0241
44,54000,RENT,0.0,10000,,0,0.19,0,11,inf
41,54000,RENT,5.0,10000,13.23,0,0.19,1,17,0.1034
43,72800,MORTGAGE,7.0,20000,12.84,0,0.27,1,12,0.1201
37,72800,MORTGAGE,0.0,23000,11.58,0,0.32,0,17,inf
36,54996,RENT,4.0,10000,13.47,0,0.18,0,13,0.113
37,73000,MORTGAGE,4.0,5000,5.99,0,0.07,0,15,0.0387
39,55000,RENT,3.0,10000,10.99,0,0.18,0,13,0.1312
48,73000,MORTGAGE,14.0,10000,7.29,0,0.14,0,12,0.046
39,73000,MORTGAGE,3.0,10000,7.51,0,0.14,0,14,0.0898
42,55000,RENT,1.0,10000,13.79,0,0.18,1,13,0.2623
39,56000,RENT,16.0,10000,13.06,0,0.18,0,11,0.063
41,56448,RENT,5.0,10000,9.99,0,0.18,0,17,0.0989
44,73500,OWN,2.0,20000,12.18,0,0.27,0,17,0.2064
37,58000,RENT,2.0,10000,,0,0.17,0,12,0.1569
43,74000,MORTGAGE,5.0,11000,9.91,0,0.15,0,15,0.0754
37,74000,MORTGAGE,8.0,12000,7.51,0,0.16,0,17,0.0671
37,60000,RENT,11.0,10000,,0,0.17,0,12,0.0671
46,54000,RENT,8.0,10000,11.71,1,0.19,0,15,0.0843
36,74000,MORTGAGE,9.0,18000,,0,0.24,0,12,0.096
46,74000,MORTGAGE,18.0,20000,12.68,0,0.27,1,16,0.0834
50,60000,RENT,13.0,10000,13.49,0,0.17,0,12,0.0632
36,74000,MORTGAGE,9.0,1500,10.62,0,0.02,0,16,0.008
37,60000,RENT,7.0,10000,7.51,0,0.17,0,11,0.0801
42,74000,MORTGAGE,1.0,16000,12.73,0,0.22,0,16,0.2836
42,74000,MORTGAGE,7.0,5300,8.38,0,0.07,0,12,0.0313
40,74004,MORTGAGE,12.0,7125,6.62,0,0.1,0,14,0.0341
38,74237,MORTGAGE,4.0,18000,14.35,0,0.24,1,15,0.137
40,60000,RENT,3.0,10000,15.95,0,0.17,0,14,0.1202
43,68400,MORTGAGE,9.0,9600,13.49,1,0.14,0,16,0.0554
50,74400,MORTGAGE,5.0,7000,7.49,0,0.09,0,14,0.0477
36,68400,MORTGAGE,5.0,7000,13.48,1,0.1,1,11,0.0519
37,74400,OWN,21.0,7500,7.05,0,0.1,0,11,0.0272
46,74500,MORTGAGE,0.0,10500,12.09,0,0.14,0,13,inf
46,60350,RENT,3.0,10000,8.94,0,0.17,0,17,0.1195
44,61000,RENT,7.0,10000,15.96,0,0.16,0,15,0.0788
36,75000,MORTGAGE,9.0,24000,7.51,0,0.32,0,13,0.1263
45,75000,MORTGAGE,7.0,10000,14.27,0,0.13,0,17,0.0583
37,39000,RENT,11.0,4000,14.65,1,0.1,1,15,0.0413
40,75000,MORTGAGE,1.0,10000,6.62,0,0.13,0,17,0.1749
44,75000,MORTGAGE,6.0,6000,8.9,0,0.08,0,11,0.0374
38,75000,MORTGAGE,19.0,9100,6.03,0,0.12,0,13,0.0368
42,62000,RENT,26.0,10000,8.49,0,0.16,0,14,0.0489
45,62200,RENT,6.0,10000,10.39,0,0.16,0,11,0.0826
46,63000,RENT,18.0,10000,10.51,0,0.16,0,11,0.0539
39,75000,MORTGAGE,13.0,6000,,0,0.08,0,15,0.0276
47,64200,RENT,1.0,10000,,0,0.16,0,14,0.2247
36,64583,RENT,2.0,10000,,0,0.15,0,14,0.1409
38,75000,MORTGAGE,8.0,25000,10.59,0,0.33,0,16,0.1379
44,59000,RENT,1.0,10000,15.62,1,0.17,0,13,0.2445
36,75000,MORTGAGE,6.0,10000,6.99,0,0.13,0,13,0.0623
37,65000,RENT,2.0,10000,5.42,0,0.15,0,14,0.14
41,75000,MORTGAGE,19.0,5500,12.87,0,0.07,1,16,0.0223
41,65000,RENT,3.0,10000,,0,0.15,0,15,0.111
42,75000,MORTGAGE,2.0,9600,11.99,0,0.13,0,11,0.1059
36,66000,RENT,3.0,10000,6.62,0,0.15,0,12,0.1093
37,60000,RENT,1.0,10000,15.99,1,0.17,1,14,0.2404
43,60000,RENT,2.0,10000,13.24,1,0.17,1,15,0.1517
36,66847,RENT,3.0,10000,16.0,0,0.15,1,14,0.1079
44,67000,RENT,5.0,10000,13.49,0,0.15,0,12,0.0833
44,61000,RENT,7.0,10000,14.11,1,0.16,1,12,0.0788
44,67000,RENT,3.0,10000,11.66,0,0.15,1,15,0.1077
36,58650,MORTGAGE,0.0,10000,,1,0.14,0,15,inf
49,69000,RENT,11.0,10000,13.48,0,0.14,0,16,0.0583
42,69228,RENT,3.0,10000,7.49,0,0.14,0,13,0.1042
36,64000,RENT,0.0,10000,15.28,1,0.16,1,12,inf
40,75000,MORTGAGE,6.0,7500,12.23,0,0.1,1,16,0.0467
38,54400,RENT,5.0,10000,15.33,1,0.16,1,15,0.1026
41,70000,RENT,2.0,10000,7.88,0,0.14,0,13,0.13
46,70000,RENT,0.0,10000,8.59,0,0.14,0,14,inf
41,70800,RENT,25.0,10000,11.36,0,0.14,0,12,0.0434
41,71500,RENT,4.0,10000,7.14,0,0.14,0,14,0.0869
38,66000,RENT,1.0,10000,15.99,1,0.15,1,12,0.2186
36,72000,RENT,8.0,10000,11.49,0,0.14,0,14,0.0632
39,75000,MORTGAGE,6.0,16000,7.88,0,0.21,0,14,0.0997
36,72500,RENT,2.0,10000,7.9,0,0.14,0,11,0.1256
36,75000,MORTGAGE,2.0,14400,10.25,0,0.19,0,15,0.1589
38,75000,MORTGAGE,13.0,20000,11.36,0,0.27,0,11,0.0919
36,75000,RENT,5.0,10000,11.99,0,0.13,0,12,0.0744
41,58650,MORTGAGE,15.0,12000,11.14,1,0.17,0,16,0.0671
36,75000,MORTGAGE,9.0,15000,12.18,0,0.2,0,16,0.079
37,75000,RENT,3.0,10000,,0,0.13,1,15,0.0962
46,62047,RENT,4.0,10000,9.63,1,0.14,0,13,0.1001
47,75000,OTHER,1.0,12000,12.84,0,0.16,0,11,0.2565
43,80000,RENT,5.0,10000,11.49,0,0.13,0,12,0.0698
37,75000,MORTGAGE,0.0,17000,11.78,0,0.23,0,11,inf
45,75000,MORTGAGE,2.0,15000,,0,0.2,0,12,0.1655
36,80000,RENT,0.0,10000,13.61,0,0.13,0,14,inf
40,69000,MORTGAGE,21.0,13200,13.24,1,0.19,1,14,0.0563
37,75600,MORTGAGE,3.0,28000,7.49,0,0.37,0,15,0.2429
40,75600,MORTGAGE,9.0,14000,7.51,0,0.19,0,14,0.0731
38,75971,MORTGAGE,10.0,18125,14.84,0,0.24,1,12,0.0904
38,75996,MORTGAGE,12.0,3500,7.29,0,0.05,0,13,0.0163
37,75996,MORTGAGE,2.0,4400,,0,0.06,0,17,0.0479
40,75996,MORTGAGE,0.0,3600,12.87,0,0.05,0,11,inf
39,76000,MORTGAGE,8.0,5000,6.03,0,0.07,0,14,0.0272
43,76000,MORTGAGE,4.0,9150,16.29,0,0.12,1,16,0.068
44,76000,MORTGAGE,3.0,3600,14.79,0,0.05,1,12,0.0311
